LeadNum,name,site,type,phone,full_address,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,working_hours,business_status,about,range,description,verified,owner_title,reservation_links,booking_appointment_link,menu_link,order_links
MJ-LEAD-SalemNHRestaurant-Oct25-036,Dreo Food and Drink,http://www.dreofoodanddrink.com/,Restaurant,+1 603-824-6337,"254 N Broadway #101, Salem, NH 03079",4.2,64,2,4,8,13,37,77,"{""Monday"": ""4-10PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""4-10PM"", ""Thursday"": ""4-10PM"", ""Friday"": ""4-11PM"", ""Saturday"": ""4-11PM"", ""Sunday"": ""1-8PM""}",OPERATIONAL,"{""Service options"": {""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Great wine list"": true}, ""Popular for"": {""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Hard liquor"": true, ""Quick bite"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Dinner"": true, ""Dessert"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",,,TRUE,Dreo Food and Drink,https://www.opentable.com/restaurant/profile/1461505?ref=1068,https://www.opentable.com/restaurant/profile/1461505?ref=1068,,https://www.opentable.com/restaurant/profile/1461505?ref=1068
MJ-LEAD-SalemNHRestaurant-Oct25-037,Lucky Dragon,https://luckydragonnh.com/,Chinese restaurant,+1 603-898-8888,"339 S Broadway UNIT 2, Salem, NH 03079",4,349,39,20,31,60,199,56,"{""Monday"": ""11:30AM-10PM"", ""Tuesday"": ""11:30AM-10PM"", ""Wednesday"": ""11:30AM-11PM"", ""Thursday"": ""11:30AM-11PM"", ""Friday"": ""11:30AM-11PM"", ""Saturday"": ""11:30AM-11PM"", ""Sunday"": ""11:30AM-11PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Quiet"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$,,TRUE,Lucky Dragon,http://www.luckydragonsalemnh.com/,"https://www.google.com/viewer/chooseprovider?mid=/g/1tjkgtbw&g2lbs=AO8LyOJlcAWB05_-IeSdiaz_HWQuyr7OYSOA60VrL2d7hFvNL-ARXOM1yN8AKK7pj7ary5HkLqKvlPR_aHkW5tvn2Y4TBi8aJfQZNdcgqIpbtn9xJ6yWuFsun-vqzU3KEYuxKfedB9pX&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KqDyaNHvHvHbwPAPuIepuQI&ei=KqDyaNHvHvHbwPAPuIepuQI&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,http://www.luckydragonsalemnh.com/
MJ-LEAD-SalemNHRestaurant-Oct25-038,Michael's Flatbread Bar & Grill,https://michaelsmarketllc.com/,Restaurant,+1 603-893-2765,"8 Stiles Rd, Salem, NH 03079",4.4,108,6,2,7,17,76,31,"{""Monday"": ""11AM-2PM"", ""Tuesday"": ""11AM-2PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-9PM"", ""Friday"": ""11AM-9PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Live music"": true, ""Serves local specialty"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Hard liquor"": true, ""Quick bite"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",$$,,TRUE,Michael's Flatbread Bar & Grill,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tnpm05w&g2lbs=AO8LyOL7rPlM3lxjCRj5eNlZCUtwNz6PDPVEllitITDbI1FOBBwqqKS1rejoX2OIehF1-efg5LQCCOYv_Yht259RcXZ13fN8JUKDVEsVxh-b_ZJdcmHdzed8hOawA-qHtbOair0Nb9tD&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KqDyaNHvHvHbwPAPuIepuQI&ei=KqDyaNHvHvHbwPAPuIepuQI&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-039,NH Beach Pizza,http://www.nhbeachpizza.com/,Pizza restaurant,+1 603-458-2184,"5 Kelly Rd, Salem, NH 03079",4.6,266,6,4,8,49,199,43,"{""Monday"": ""11AM-8PM"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-8PM"", ""Friday"": ""11AM-9PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""11AM-8PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed outside"": true}}",$,,TRUE,NH Beach Pizza,,"https://www.google.com/viewer/chooseprovider?mid=/g/11c0vn3_5b&g2lbs=AO8LyOKjxb4GGJc2YobQs6DhO7bbjGwxVpuFgHa3GW5LW5_hYEh48wW4KznkRYiK1ITaZlToTUfr-iTNuaRQho1VVif211RmomyXFYzNSq2kAlMPn83R3nZLW2fklBLBfFg5np0ajLUA&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-040,Wrap City Sandwich Co.,http://wrapcitysandwiches.com/,Sandwich shop,+1 603-824-6370,"125 S Broadway, Salem, NH 03079",4.4,61,4,3,4,6,44,124,"{""Monday"": ""11AM-8PM"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-8PM"", ""Friday"": ""11AM-8PM"", ""Saturday"": ""11AM-8PM"", ""Sunday"": ""11AM-7PM""}",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Healthy options"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Locals"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,,TRUE,Wrap City Sandwich Co.,,"https://www.google.com/viewer/chooseprovider?mid=/g/11tn4rljn1&g2lbs=AO8LyOLdiXcZ8vh9AGDDX5g-hLg6f8jdcwx30MDzozO_hrnroUniMTa_NAf3ohfXvlB0zGDY23mGM7IG8WpDZoDINSFpzMmZcv9-g1H-ZPdnGV4B6s-ZUq9UrsXCTkWNHl5vtR6ZKVD_&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-041,The Rooftop at The Artisan,https://www.therooftopattheartisan.com/,Restaurant,+1 603-458-3028,"19 Via Toscana Suite #550, Salem, NH 03079",3.5,112,24,13,11,7,57,139,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""4-11PM"", ""Thursday"": ""4-11PM"", ""Friday"": ""4PM-12AM"", ""Saturday"": ""12PM-12AM"", ""Sunday"": ""12-9PM""}",OPERATIONAL,"{""Service options"": {""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great cocktails"": true}, ""Popular for"": {""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Assistive hearing loop"": false, ""Wheelchair accessible entrance"": false, ""Wheelchair accessible parking lot"": false, ""Wheelchair accessible restroom"": false, ""Wheelchair accessible seating"": false}, ""Offerings"": {""Alcohol"": true, ""Coffee"": true}, ""Dining options"": {""Table service"": true}, ""Amenities"": {""Wi-Fi"": true, ""Restroom"": false}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true, ""Upscale"": true}, ""Crowd"": {""Groups"": true, ""Locals"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true}, ""Parking"": {""Free parking lot"": true, ""Paid street parking"": true, ""Parking"": true}}",$$,Sprawling Italian haunt serving polished dishes & wine amid rustic-chic surrounds.,TRUE,The Rooftop at The Artisan,https://www.opentable.com/restaurant/profile/1329394?ref=1068,https://www.opentable.com/restaurant/profile/1329394?ref=1068,,https://www.opentable.com/restaurant/profile/1329394?ref=1068
MJ-LEAD-SalemNHRestaurant-Oct25-042,Granfanally's Pizza Pub,https://www.granfanallys.com/,Restaurant,+1 603-898-4412,"354 N Broadway, Salem, NH 03079",4.2,1209,79,56,78,277,719,374,"{""Monday"": ""12-8PM"", ""Tuesday"": ""12-8PM"", ""Wednesday"": ""12-8PM"", ""Thursday"": ""12-9PM"", ""Friday"": ""12-10PM"", ""Saturday"": ""12-10PM"", ""Sunday"": ""12-9PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great beer selection"": true, ""Serves local specialty"": true, ""Sports"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Beer"": true, ""Comfort food"": true, ""Happy hour drinks"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegan options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Gender-neutral restroom"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""College students"": true, ""Family-friendly"": true, ""Groups"": true, ""Locals"": true, ""Tourists"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Has changing table(s)"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,"Cozy, brick-lined tavern for pizza, pasta, burgers & wings with 30+ tap beers & wine by the glass.",TRUE,Granfanally's Pizza Pub,,"https://www.google.com/viewer/chooseprovider?mid=/g/11bw5mfwxt&g2lbs=AO8LyOIwWvxBTU7yV7FeUwg_3DbWDtlpKoOGRGXHJBDpiVyQbDTQxwNCVWIbUEEOOe0mb1j37Tb4mzNEoJVhmJOyrOzWGU-RIjlmCJA2gy9ZKXaWmuUBQuNw0Cxf3frxeW4ytWVfU9NV&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-043,Sons of Liberty Tavern,https://www.canobie.com/dining/sons-of-liberty-tavern/,Restaurant,,"QPVX+RQ, Salem, NH 03079",3.2,6,2,1,0,0,3,,"{""Monday"": ""11AM-7PM"", ""Tuesday"": ""11AM-7PM"", ""Wednesday"": ""11AM-7PM"", ""Thursday"": ""11AM-7PM"", ""Friday"": ""11AM-10PM"", ""Saturday"": ""11AM-10PM"", ""Sunday"": ""11AM-9PM""}",OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Hard liquor"": true, ""Quick bite"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",,,FALSE,Sons of Liberty Tavern,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-044,Kelly's Roast Beef,https://kellysroastbeef.com/,Fast food restaurant,+1 603-272-2222,"181 S Broadway, Salem, NH 03079",3.5,529,102,56,72,84,215,139,"{""Monday"": ""11AM-9PM"", ""Tuesday"": ""11AM-9PM"", ""Wednesday"": ""11AM-9PM"", ""Thursday"": ""11AM-9PM"", ""Friday"": ""11AM-9PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""11AM-9PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed outside"": true}}",$$,"Meat-filled sandwiches, fried seafood & burgers at an outpost of a stalwart local fast-food chain.",TRUE,Kelly's Roast Beef,,"https://www.google.com/viewer/chooseprovider?mid=/g/11t81f9793&g2lbs=AO8LyOJhrgv4DyRZRbG7PQeF2gd6wFgyDqXmL3KI_NwLs62TI1LHIH5r37XToiFeRiXoZV3MH9-rch5rGWnoD2QmGpSLDdyedYm2QaXXSlZs1A7h1YOaD5lTTNxn0chMrlg-s6R1GZXh&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-045,Mei Hoo,https://www.meihoonh.com/?utm_source=gmb,Chinese restaurant,+1 603-890-0288,"135 N Broadway, Salem, NH 03079",3.9,271,40,15,22,47,147,17,"{""Monday"": ""11:30AM-9:30PM"", ""Tuesday"": ""11:30AM-9:30PM"", ""Wednesday"": ""11:30AM-9:30PM"", ""Thursday"": ""11:30AM-9:30PM"", ""Friday"": ""11:30AM-10:30PM"", ""Saturday"": ""11:30AM-10:30PM"", ""Sunday"": ""12-9:30PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",,,TRUE,Mei Hoo,http://www.meihoochinese.com/?utm_source=gmb&utm_medium=reservation,"https://www.google.com/viewer/chooseprovider?mid=/g/1tmxgkrr&g2lbs=AO8LyOKSdxhr278-TLNdv_9Pd5Tg3Yxx8viJSWHOhF_7JofKKzmcyhApoWeVhmo8FFM9jCIZ5mkZzq-QCeNBucm1E7gCRQPOktfgrn-ojpS8VkKWUZxABpqlcDNzKORKxHDL7xAAZe6y&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,http://www.meihoochinese.com/?utm_source=gmb&utm_medium=reservation
MJ-LEAD-SalemNHRestaurant-Oct25-046,Balducci's Wood Fired Pizza,http://www.balduccispizza.com/,Pizza restaurant,+1 603-890-3344,"419 S Broadway, Salem, NH 03079",4.4,323,21,13,11,59,219,159,"{""Monday"": ""Closed"", ""Tuesday"": ""11AM-9PM"", ""Wednesday"": ""11AM-9PM"", ""Thursday"": ""11AM-9PM"", ""Friday"": ""11AM-9:30PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""12-8PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Fireplace"": true, ""Great wine list"": true, ""Sports"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Comfort food"": true, ""Quick bite"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,Modern place with a wood-fired brick oven offering a wide menu of pizza & Italian comfort food.,TRUE,Balducci's Wood Fired Pizza,,"https://www.google.com/viewer/chooseprovider?mid=/g/1vhklkl6&g2lbs=AO8LyOJvX86rHmPhkosRr5d58UC2SG6g8CQVWRVpOwv1QV9QCg0x8WD4KGeSfTzk5eYoDcrkJwYRALgkNu3B52G0C4PwbO4-x45UzVWY5SLluaGeGinrbw__up6kvVrMPcIbxxj-l8xt&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-047,sweetgreen,https://www.sweetgreen.com/,Health food restaurant,+1 351-277-3463,"17 Artisan Dr #1130, Salem, NH 03079",3.9,58,9,4,6,4,35,84,"{""Monday"": ""10:30AM-9PM"", ""Tuesday"": ""10:30AM-9PM"", ""Wednesday"": ""10:30AM-9PM"", ""Thursday"": ""10:30AM-9PM"", ""Friday"": ""10:30AM-9PM"", ""Saturday"": ""10:30AM-9PM"", ""Sunday"": ""10:30AM-9PM""}",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Healthy options"": true, ""Organic dishes"": true, ""Quick bite"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""College students"": true, ""Family-friendly"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Paid street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed outside"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$$,Locavore-friendly counter-serve chain specializing in organic salads & bowls.,TRUE,sweetgreen,,"https://www.google.com/viewer/chooseprovider?mid=/g/11vx1916fz&g2lbs=AO8LyOIorDUIWDygIcFDMUkfaMNWRlYTtCM3YZUiKHP2ZplbNbGDuE3Mw80w5GfovTVeLg55cqCrHmhKMHAgH5rdb8HjXshi3iT4uSyHh-kEK5VekI950P8KfLIijPPWqOFlZeMfJQEz&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LaDyaPr2FoCA5OUP67CgoA8&ei=LaDyaPr2FoCA5OUP67CgoA8&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
